-5.845177624,19.82034538,-8.99686585,-47.67425388,7.9926,1.046344863,2
-7.346626006,20.01664801,-8.160728163,-42.15676385,8.2945,0.499839332,2
-8.778804191,20.04647808,-7.3615434,-36.24782213,8.6086,-0.306572937,2
-10.17532975,19.94191619,-6.599311563,-30.10013755,8.9415,-1.257983018,2
-11.56982025,19.73504295,-5.87403265,-23.88161025,9.2994,-2.239481983,2
-12.99589325,19.45793895,-5.185706663,-17.77533164,9.6887,-3.136160905,2
-14.03426232,19.07538612,-4.831967561,-13.2521355,10.22086977,-3.092821015,2
-15.62397211,18.35363375,-4.33825,-7.519375,10.730575,-3.219,2
-17.13341139,17.8056993,-4.045946798,-3.18064616,11.21622317,-3.029029281,2
-18.52147277,17.43080618,-4.005302664,-0.167903451,11.6778143,-2.664197655,2
-19.72502869,17.22817779,-4.26656231,1.586898662,12.11534837,-2.265793921,2
-20.67785312,17.19703757,-4.879970446,2.151805714,12.52882539,-1.975106875,2
-21.43848547,17.33660892,-5.895771784,1.594863238,12.91824536,-1.933425316,2
-21.87434024,17.64611526,-7.364211034,-0.015883231,13.28360827,-2.28203804,2
-21.97879071,18.12477999,-9.335532908,-2.612388158,13.62491414,-3.162233846,2
-21.46700445,18.69664484,-12.1594888,-5.332468666,13.82464354,-4.339131019,2
-21.494,19.07640508,-14.619,-8.021,14.374,-5.275,2
-20.90397932,19.09667476,-18.37551704,-10.46003634,13.57007062,-5.710261431,2
-19.75735901,18.86070927,-23.15034664,-12.60047871,11.65714866,-5.725256549,2
-18.11455568,18.11715948,-28.66479553,-14.39322814,8.87952736,-5.40032659,2
-16.03598595,17.27544571,-34.64017045,-15.78918565,5.481499971,-4.815812792,2
-13.58206643,16.33032094,-40.79777811,-16.73925226,1.707359743,-4.052056391,2
-10.81321371,15.34369,-46.85892526,-17.19432901,-2.198600074,-3.189398623,2
-7.789844425,13.76439308,-52.54491861,-17.10531691,-5.992086232,-2.308180726,2
-4.572375171,12.24987813,-57.5770649,-16.423117,-9.42880548,-1.488743936,2
0.857223873,8.897486233,-64.14813622,-15.45528448,-8.001135374,-0.082258522,2
3.324830037,7.036410553,-66.71926488,-14.35156887,-5.652091469,0.383649088,2
5.764448809,5.26461624,-68.50838598,-13.19292929,-3.638935942,0.789786723,2
8.137460505,3.561921577,-69.51549952,-11.99489186,-1.95718645,1.152655774,2
10.40524544,1.908144845,-69.7406055,-10.77298269,-0.602360652,1.488757631,2
12.52918394,0.283104325,-69.18370392,-9.542727906,0.430023796,1.814593688,2
14.47065631,-1.333381702,-67.84479478,-8.319653624,1.144449235,2.146665334,2
16.19104287,-2.961494954,-65.72387808,-7.119285964,1.545398008,2.501473962,2
17.65172394,-4.62141715,-62.82095382,-5.957151044,1.637352457,2.895520962,2
